Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,MACD,MACD_Signal,Bollinger_Width,MFI,EMA_20
2021-02-22 00:00:00-05:00,13714.2001953125,13757.0595703125,13530.9599609375,13533.0498046875,6483740000,0.0,0.0,46.97986755995011,181.89729096884548,236.14258456760476,1141.9972070733456,71.85788719146883,13712.455288011233
2021-02-23 00:00:00-05:00,13262.6103515625,13526.08984375,13003.98046875,13465.2001953125,7516510000,0.0,0.0,44.79041023702659,140.75672754706102,217.06541316349603,1162.6223880448015,65.31511816011087,13688.907183944688
2021-02-24 00:00:00-05:00,13400.25,13607.3603515625,13286.58984375,13597.9697265625,5886230000,0.0,0.0,49.727706094328504,117.51132875452822,197.15459628170248,1164.6994134884262,64.7739424293828,13680.246473717812
2021-02-25 00:00:00-05:00,13512.6396484375,13602.8603515625,13066.3798828125,13119.4296875,6390380000,0.0,0.0,36.91409804042282,59.78582711146555,169.68084244765512,1217.503913166216,58.72226841833505,13626.835351220878
2021-02-26 00:00:00-05:00,13232.900390625,13368.0595703125,13024.5302734375,13192.349609375,5906110000,0.0,0.0,39.47345855513576,19.69494834283978,139.68366362669207,1258.944816706764,52.98699008654365,13585.455756759366
2021-03-01 00:00:00-05:00,13406.16015625,13596.58984375,13362.66015625,13588.830078125,5079530000,0.0,0.0,51.09173470679215,19.688343414794872,115.68459958431264,1124.2301522637536,51.3064934306432,13585.77712069895
2021-03-02 00:00:00-05:00,13599.4501953125,13601.330078125,13352.0,13358.7900390625,4948140000,0.0,0.0,45.6200854707889,1.108027680829764,92.76928520361606,1135.2136774480641,44.43700894215597,13564.15930340024
2021-03-03 00:00:00-05:00,13336.25,13372.51953125,12995.0703125,12997.75,5529980000,0.0,0.0,38.628003913939885,-42.2627416391515,65.76287983506255,1299.7385215815339,47.132513764628065,13510.215560219265
2021-03-04 00:00:00-05:00,12953.990234375,13068.7099609375,12553.9599609375,12723.4697265625,7864380000,0.0,0.0,34.32400426157645,-97.64097027928801,33.082109812192435,1552.4380448687916,36.76592465679056,13435.287385585289
2021-03-05 00:00:00-05:00,12860.0400390625,12941.2099609375,12397.0498046875,12920.150390625,7725200000,0.0,0.0,39.52732852228859,-124.22612811738145,1.620462226277656,1672.5304650481485,28.47133241822806,13386.226719398594
2021-03-08 00:00:00-05:00,12904.259765625,13001.0,12599.23046875,12609.16015625,6010230000,0.0,0.0,34.82860325919273,-168.44761089660096,-32.39315239829807,1867.4793970486899,20.168671652537284,13312.220380051109
2021-03-09 00:00:00-05:00,12923.0703125,13151.5400390625,12882.490234375,13073.8203125,6345560000,0.0,0.0,45.29268968821821,-164.10753381882023,-58.736028682402505,1865.0617024588246,27.495854115504173,13289.515611712908
2021-03-10 00:00:00-05:00,13234.73046875,13277.1103515625,13035.4404296875,13068.830078125,6023880000,0.0,0.0,45.20873656601183,-159.23509857903446,-78.8358426617289,1840.7300140947482,34.5124051641598,13268.497941847392
2021-03-11 00:00:00-05:00,13273.3095703125,13433.6201171875,13246.330078125,13398.669921875,6008850000,0.0,0.0,51.595246720965505,-127.29100823642148,-88.52687577666742,1778.5304741615655,33.75403600728194,13280.895273278593
2021-03-12 00:00:00-05:00,13222.8095703125,13324.6904296875,13158.7197265625,13319.8603515625,5497210000,0.0,0.0,50.09283678935752,-107.09978057712215,-92.24145673675837,1692.5004745319893,34.20646042613109,13284.606233115155
