title,description,url,published_date,source
Trump says Arizona abortion ruling went too far - NBC News,Trump says Arizona abortion ruling went too far  NBC News,https://news.google.com/rss/articles/CBMiogFBVV95cUxPb29Mbi1fR211aEdXWEtGT1A2dXdiU0hseG9GekVYcGZpX19hZW55LW03WTNVcnZsRmNFcUdwcmlhWmlBdTRma0pxMjV4bndhXzJ4UE05YUxWR1VUZkpIaU1HVXU4SDR6cjRoSURvT0Etc2ZSY0FiQWxqdG5SdHZ2MFVpaW1vRldOejdOV04zSXo1QlIyazB0TEl0RTRnYmxpR3fSAVZBVV95cUxOaUhjQ0tCdVpudnFJaFZJV0FxSjFuZ0NzaWpkQllnQzRGdVZOQ0ZoQmFfdFhFMHNqa245QTB5cjJKY2RCbVNzdV9rY0h2djNBaEtxMjFyUQ?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Wed, 10 Apr 2024 07:00:00 GMT","{'href': 'https://www.nbcnews.com', 'title': 'NBC News'}"
The Criminally Complicated Copyright Questions about Trump’s Mugshot - Stanford Law Review,The Criminally Complicated Copyright Questions about Trump’s Mugshot  Stanford Law Review,https://news.google.com/rss/articles/CBMirgFBVV95cUxNbVFzSkVSWFpxalV2bngzcjZuek9qUW1JR0VqZFFlU1k5N0l1SGhFV1RLQUVTMzZLOFdTWHpKTnAwMEZFVEJhQmVQMzk3N0pibWtXZkdKcHBGQmZsYXJnRGRBQ0taRzZWT0U3Z2ExdmtpajBBeUFGVGdLbDJJZDFvSzdtcW13U1NsU2tTc3hud1hCb3BOTnlMZjY3dUlySHgxQ1NRak9NUGlYeVJmYVE?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Wed, 13 Mar 2024 07:00:00 GMT","{'href': 'https://www.stanfordlawreview.org', 'title': 'Stanford Law Review'}"
Why do Europe’s strongmen love Trump? - Brookings,Why do Europe’s strongmen love Trump?  Brookings,https://news.google.com/rss/articles/CBMie0FVX3lxTE9lQlNCeUZId2Y4eEc4a0ZNNzVCeS1ueFpIQTdyYlplUGtqVXFpS1dxU2piYTNtVTRUV1ZSaVk1UWZ0blNQV1JQZkFOYlgyOTBTRS1GQUZQMmFMMFZNZkMteUpPZ2J2U0ZFSDRWWTQ4SUg1LWFrb29FRTNGMA?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Fri, 05 Apr 2024 07:00:00 GMT","{'href': 'https://www.brookings.edu', 'title': 'Brookings'}"
Difficult hunt for 12 unbiased jurors in historic Trump trial - BBC,Difficult hunt for 12 unbiased jurors in historic Trump trial  BBC,https://news.google.com/rss/articles/CBMiXkFVX3lxTE50ZTY1YmV2ejlkdzAyZi03SmxmYzYxT1pOR21XVFlkTHpaWENqNTNJMHJaRGlidm53Q0tTOGdzcml1aG90NC1FS1NHdndvb1FFYlc5THYta2NWZ0N4N2fSAWNBVV95cUxQTThyVUp6VXdkYmFzWXJObFc1eFJidnRsRkR3UzBiQllwcHktLWZZbFZ5UmFpdXJXTHp3dC1XQ1hrRG1vVjdTbzlSdk9sYXJBZG12aTZTa3lvTUNFT0JzMWtIWVE?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Mon, 15 Apr 2024 07:00:00 GMT","{'href': 'https://www.bbc.com', 'title': 'BBC'}"
Trump jury members listen to closing arguments: Who are they? - BBC,Trump jury members listen to closing arguments: Who are they?  BBC,https://news.google.com/rss/articles/CBMiXkFVX3lxTE9UcDBWSktyRk4wYnlJcnNzQm9yajZkMGhrNXZCWEw1Z3NDeHk4Y2ZscnVwUTVwbmFaa2ZZSDgyOEJFZWFfMGJ3cEU0SlROeUlDX25iVHZrdmRQakpxbWfSAWNBVV95cUxQcjBUUVpuNVo1SV9mMXdkenBrNFB5X0Q5Uk1vNUZuZEU5VHg4NkRlTDhtdjdOV2k1R0FiZHJ1NVpmV0haaEMyMWphaXJkM2QxeGhPcFVuQ2pMUzVnbnh1cmJPR3M?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Fri, 19 Apr 2024 07:00:00 GMT","{'href': 'https://www.bbc.com', 'title': 'BBC'}"
Trump is making the Jan. 6 attack a cornerstone of his bid for the White House - AP News,Trump is making the Jan. 6 attack a cornerstone of his bid for the White House  AP News,https://news.google.com/rss/articles/CBMiogFBVV95cUxPdWFuODVHZzJaUFlDZ21SaXNZV1ZGWXJsNGFlS1lHTldKZzViM0lURXFZUU1aSC1ZWXdRVEhRblJ1NVRCRGhsX2J2VW1xM3dkb19jM0JDbkhvVjVxNUQ5S3ZyQk5DTUVoTXlzUnBZTFdoRkVFT2ZZSUxnWUVPMlVRSmlRUUJ6UDlXWGZHM2dlMl9FZ0JrWndHRDU2TDRIVG1UUHc?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Tue, 19 Mar 2024 07:00:00 GMT","{'href': 'https://apnews.com', 'title': 'AP News'}"
"Trump declines to back nationwide abortion ban, says it should be left to the states - NPR","Trump declines to back nationwide abortion ban, says it should be left to the states  NPR",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE9OZVhZSzJ0SGRvZTB3LUlQNERWeUpoVXBLNkF5dWJXcVhhWjQ2anJ0Yk5FOHFETHRaaUw1LVJEa1FNdl9GemctQ1U2N0pGaHFuZDBkUGtwQ1pzbG56eENvb0lKY29lcWc?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Mon, 08 Apr 2024 07:00:00 GMT","{'href': 'https://www.npr.org', 'title': 'NPR'}"
In classified documents case Trump's co-defendants are asking judge to dismiss charges against them - PBS,In classified documents case Trump's co-defendants are asking judge to dismiss charges against them  PBS,https://news.google.com/rss/articles/CBMizwFBVV95cUxPNEZmM25FQnRkUjFZTm9pZkVjWWJMVll2aG5qWjVqNUI0NEctT1pUZ2pUMFNvQVJkNS1pdXVhcEpyNGlQTFppanUxczV2SHRXYnF0T0JtUTY1dVpPcG9mMHBGME1ETEJwNWI2OFRlMUx3a1lxd2dCWHktN2dnMjZpV2RCdzVpOE5CTlNsdTZtMEFEdlE5SlFfR2tjWEdmZE8zZVA2d1pvMWMwLUNGQUgxMWMxY2s1YzF1SnRmeS1nOFpicUhCR1RlUFBVRk5yNFU?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Fri, 12 Apr 2024 07:00:00 GMT","{'href': 'https://www.pbs.org', 'title': 'PBS'}"
Trump is having trouble getting cash for his bond. And he's growing frustrated. - NBC News,Trump is having trouble getting cash for his bond. And he's growing frustrated.  NBC News,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQcVVoTFN3S01JZmFQcml4OWtsd29YMWRqWUlxTGw2YWRvYVJJWGxpbTBhd09LN2ZuR1hpZllCSEJlQVpBdF9HV0Q3YTMyY1F5dW12LWhlbFJ0Sno3WHFsaUZWdWpiSlJhWTFiTUhCTFJkSUJZQm4wcUt1Wk94QUhxMEE2MVkzR2x1YnFjNWNOQzkzd0RvLVl2cmRCNHAtZjBzUXBQNl82VWU5S2fSAVZBVV95cUxOMEo1M2taUlJYajliY19yZTNjQUIzWHFrWE5vcURDZlJ5Ulp6UFJmMzhuNzVtV3ZXUHNZV1Q1U1hzcWg2R2NOdGg4bzJ3X2prY2ZZdGtPUQ?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Wed, 20 Mar 2024 07:00:00 GMT","{'href': 'https://www.nbcnews.com', 'title': 'NBC News'}"
Trump lawyers argue Judge Cannon should dismiss classified documents case - NBC News,Trump lawyers argue Judge Cannon should dismiss classified documents case  NBC News,https://news.google.com/rss/articles/CBMioAFBVV95cUxPd1JzdVhiS0dGY251VWFFLWNZOXpDR0ZoNzNLbFYxYmtrcWt5dHg0RFFhV05UWDA5ejJFaElkMnl1cEFpaFQyWE9XX20tbTJSYjI2dzVCXy15Y3hKUEt2ejh4YnhtRzdrYWRLaXF5SS1MdkMxQjJmbFkwNU9PSmJQOWFlLVZ5WFEwOXVibThVMnlVZGJ3U1FoazlNRXlmRk5y0gFWQVVfeXFMTXRSSUk0QlpfZjZwVV9wRzdwbWo3ZTI3bDJfTHg0SU1Nb2ZGWFZqRVl2WV9yeXlyOC13cV8tVW0zUTl0cS1SUVhHMWI4RFZkME4ydVBuVkE?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Thu, 14 Mar 2024 07:00:00 GMT","{'href': 'https://www.nbcnews.com', 'title': 'NBC News'}"
New York appeals judge rejects Trump’s request to delay his April 15 hush money trial - PBS,New York appeals judge rejects Trump’s request to delay his April 15 hush money trial  PBS,https://news.google.com/rss/articles/CBMixgFBVV95cUxPNDZDWlNYbzM1cWtRQlQwVDJfQ281TnJKTndFVnBwZ2Y1b3BsRlU3RWhqenpyVkx0NmdFUEJWa2t2QmFiWHpwX3o0T01ORVNiQ0RybXpZdkhoQzdxeDBuMXAzekNfZVpXZk9HZC05SHBzUUJxcGFaVUFJZktuRnppSkwzb3BnVnVNTmlVWmdsV2o1WC02N05mQmtvaTZCRzNfaDU3R2tDNFJXdmlKbk84TzNVY0U5MlRLbGxCQ2RJMVI4cXBsRHc?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Mon, 08 Apr 2024 07:00:00 GMT","{'href': 'https://www.pbs.org', 'title': 'PBS'}"
Trump tests limits of gag order with post insulting 2 likely witnesses in criminal trial - PBS,Trump tests limits of gag order with post insulting 2 likely witnesses in criminal trial  PBS,https://news.google.com/rss/articles/CBMixAFBVV95cUxPa0d5cThYcGR4QjJZaTIxSWpOVVRIb0YxcGY1X21QMEhsaDN0bXZLNVpoUThzMUstNThwbUtTYi1vZFpuMWpOSnBoLUZZSFNiVzJ1ajV6M2NIbEphR05HakgwajJpUWZUdkZjUHAzUGpGOUY0VFh5Qmkzb2NxY1Z3ZlppY29ULV9vaHdjNWd6Y2UzREVCV0lFTk5CaVNLTEVTSm4xaGJfeURKeXFOSWlvZjZiaG9qYThhTWxZcnpXc2ZoUVJt?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Thu, 11 Apr 2024 07:00:00 GMT","{'href': 'https://www.pbs.org', 'title': 'PBS'}"
Trump seeks to capitalize on Biden's frustration with Israel's Netanyahu - NPR,Trump seeks to capitalize on Biden's frustration with Israel's Netanyahu  NPR,https://news.google.com/rss/articles/CBMisgFBVV95cUxOamZWeFZvNkdNVUNwVlBSY0dfU1FmUEVUU2t1YV9zY01saU0teTE3MjA0RjhlVF94UGFYT0RJc0FpMl9zTElxX3pNR1VBM252cnozMU5mbFJBbU9HRW9FWGRXVjVpaUtYaEZfcmxEczNvVjY1eUdJYTAzcTBwNm8yc25TMGZRTXoxdVI0NnFGSXlkN00wd0NNQ1BhMXJHWnlJY3k2NGNqdjJoVWEwUDA3ZVVn?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Wed, 27 Mar 2024 07:00:00 GMT","{'href': 'https://www.npr.org', 'title': 'NPR'}"
Key questions as Trump hurtles toward deadline to pay $454 million fraud penalty - PBS,Key questions as Trump hurtles toward deadline to pay $454 million fraud penalty  PBS,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNTFJKd0pXQjl4WWtrT0t0cHl3dC1CTHNmSDJ3VjVYc2VWc2cyQUUwRl95MW9HR3VOVW55MHdVQm5DblFEdjNwekQ4Y1A0TDZJc2hMWDJzOVJubWcxdzFhSjBucThTdmRoX2Vsd1BlRnVETDZiRmJia2xXN3FWbWgyZXRuUFllWllmMFZPUEpIclFaZmVNdkZhejdDQ25Ldm5VdnMzWG9jaThJTENZLTl0ckZLRjJDUVNI?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Tue, 19 Mar 2024 07:00:00 GMT","{'href': 'https://www.pbs.org', 'title': 'PBS'}"
Key moments from landmark Supreme Court arguments on Trump’s immunity claims - AP News,Key moments from landmark Supreme Court arguments on Trump’s immunity claims  AP News,https://news.google.com/rss/articles/CBMioAFBVV95cUxNRWdrdjA2TEgzOEtseHhBbC12TW9FWmhxbVBWeDQ3Nldwck5adUtPMkNOLVhjWUlDMWQyY1V5MnUxT1hrWG5NV2ZJTWQwaFBMQlVBd3BXZ2tfSUhzQnZHZXp3Z3FvQ2w2Z0VOT2JYc1NlYmJLbmtVZDZWR1pUSkFqYUZxUmNLNWdOb2NZMzFqeS1GTzczb3FRTGtGYjd3ZXEz?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Thu, 25 Apr 2024 07:00:00 GMT","{'href': 'https://apnews.com', 'title': 'AP News'}"
What Trump’s 100 Percent Auto Tariff Would Mean For The US Economy - Tax Policy Center,What Trump’s 100 Percent Auto Tariff Would Mean For The US Economy  Tax Policy Center,https://news.google.com/rss/articles/CBMilwFBVV95cUxPaDNVYWk2VUVhRnNGYWRmZGxFZ0cyYllUc3pRZFhEMFJBNHgyQU40RGVTdFhKYjhKUmo0TmJGdmRiUy1UcmJuWWthSlhkeGZ0ckNNNDU2MEVPX0pqSThSZnRkd1lNc25IMTVHWHNnRzd2SWhCTWI2LTZ3QnYzU0hreER0QU9FMC1fYXpHTnJ3NHV4aS16RWlZ?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Thu, 28 Mar 2024 07:00:00 GMT","{'href': 'https://taxpolicycenter.org', 'title': 'Tax Policy Center'}"
Will Truth Social solve Donald Trump's money problems? - BBC,Will Truth Social solve Donald Trump's money problems?  BBC,https://news.google.com/rss/articles/CBMiVEFVX3lxTE1JSkRzTElxVFhHVWtrMjZJMW1hMEx3Z09lS01JZDdwS0poaE0wSGU2VW54aDRQUzdEZjFHQWN5X2Y4aFNOSkFLd3duMUE1V3NOLTFoVdIBWkFVX3lxTFBlNWVHeUEwZmN5bnBYbzI4S1daWFAxejA3NWFLY2NHb2dIMWJBV0hVVm1zeU5FSWlZYnFjNHRLRDZ1MzVWTC1qMXBENkR5X2x5di1fdkgwYUhXQQ?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Wed, 03 Apr 2024 07:00:00 GMT","{'href': 'https://www.bbc.com', 'title': 'BBC'}"
Trump poised for billions as stock market deal passes - BBC,Trump poised for billions as stock market deal passes  BBC,https://news.google.com/rss/articles/CBMiVEFVX3lxTE8xZ2h3dXFUMml3QUFaeEh0dGJWaWVPOXBYdnhxZzBMWFBIMGxUQUxFSkRCSlh3YUV6NERzVXB0NGFKaGx0TVlzSDROWjNuUDVuczdRRNIBWkFVX3lxTE1TS2stYThnamRTaHE1SmplVm4xd2hrVmFaT3FtX2tsN0phMlowUURfRUptR2FpbmN4TXZPUTVQSzM5ekZsOFVSLXhKVWNyM0NDdHJlVG9DUjd2Zw?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Fri, 22 Mar 2024 07:00:00 GMT","{'href': 'https://www.bbc.com', 'title': 'BBC'}"
Supreme Court tackles history with Trump’s immunity case - The National Constitution Center,Supreme Court tackles history with Trump’s immunity case  The National Constitution Center,https://news.google.com/rss/articles/CBMilgFBVV95cUxNWEh3QmkzVUNRM3ppVGpTdjVWYjJiRDlUYjJ4aFJrSk9TNk5SREtzVldyb09CbURqMDd3TkdSYmhzbzE1dm9ILWUzcXRSNXd5TTJmSzJaYXEteU9XbDZ3Xy03a3FoekNFNThGM28tRUQ4YThYdlhOMGhQaGhuZ3BRdHJXMEtBd3JuVFM3bE1uUE9zUG9reVHSAZsBQVVfeXFMT1NDbUVacDZ3YjVsZ0xxcEk3WE1sbmp6V2x6WUdIejFZMlA4NnQ5d205NUFZR3BTakc2Y2t2cC1KbU1RSjJqSHV3eUNqSXlOWWxDNFdxOUpRTUltbnE4b0s5WnJMeUkxOU5HYVFLWHI1M2xBM1llUE5wbl9LRUlDVkhxLWY5Y3BKUkNpR3Fmc0ZhNHd3aGUzb3ZGM00?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Fri, 26 Apr 2024 07:00:00 GMT","{'href': 'https://constitutioncenter.org', 'title': 'The National Constitution Center'}"
Trump wins last-minute reprieve as judge cuts fraud bond to $175m - BBC,Trump wins last-minute reprieve as judge cuts fraud bond to $175m  BBC,https://news.google.com/rss/articles/CBMiXkFVX3lxTE5kaUUzcnFwTnlYdHJMeS1DQ3lVTUE0LWU4T3VLVmVHQ2xGM1hUbFFsX28yTGpiVmZsam51X25maDZZcG12MkY4eE96aTNKcXBERkZwcXBIT05YNnBhNnfSAWNBVV95cUxNdVAzUXNFendMaXhNQk5vTlRoRGVLYUt0YS1nX0w0RlpqTGgxd1NFbWstNC1GbGViSXRLTDBpQVdTR1R5a2NTSDdIOTVCaEpzRlNRMWhaR3NTNDN6dHpIb0VLY3c?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Mon, 25 Mar 2024 07:00:00 GMT","{'href': 'https://www.bbc.com', 'title': 'BBC'}"
Supreme Court to hear Trump’s bid for criminal immunity - SCOTUSblog,Supreme Court to hear Trump’s bid for criminal immunity  SCOTUSblog,https://news.google.com/rss/articles/CBMilAFBVV95cUxPMExOMHV1cmpPSzhoa1ZxS0tXd0NKODF6WHIwWGdnc1hwOGdOTGRjX0JDRGI3RmJJRTVKdUNDY3ZUMkQ2TnVXMHljX3RvMnRvdWVXTFRseWpuN3FYTXF0R2xTUmlmakY5WDlVRWstRFQ5eW5mOERJYXlvTjhRbTVfY0tTZ1h1NlZmQzRVRmlsUHBCSHFM?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Thu, 18 Apr 2024 07:00:00 GMT","{'href': 'https://www.scotusblog.com', 'title': 'SCOTUSblog'}"
"Trump says he’d use police, National Guard and possibly the military to expel immigrants - Louisiana Illuminator","Trump says he’d use police, National Guard and possibly the military to expel immigrants  Louisiana Illuminator",https://news.google.com/rss/articles/CBMicEFVX3lxTE9EUFdiTkZrVjFBQlZBUzhGQXJaLU15VFMwMGJwZ0ZXdmg5eXhkbG85c3h1OWFzLXYxOGdldDdkRE5sb3BPNUM2elZIbDVuLXpJNVdDOFc3bTlVUmw2VWJwZHo5SmRYU041R3ZWN2JKS2Y?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Tue, 30 Apr 2024 07:00:00 GMT","{'href': 'https://lailluminator.com', 'title': 'Louisiana Illuminator'}"
Trump declines to endorse a national abortion ban. He says limits should be left to the states - AP News,Trump declines to endorse a national abortion ban. He says limits should be left to the states  AP News,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNYVNheV9Vbk94XzlFbDVCdXc2cjRHNExPWkVuUk5tNVd3SDZTOTduMy01bGpVOXZLX1h1d0JkQ0xEYmxmOXhicXVXbC1VR2ZNQzEwby16Zm16MDVoYzBFU3pRUTg0ZUFabG5INVVpQUk1U2plakFsNFNyZDkzNENfUklsREZ1bkktMTFF?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Mon, 08 Apr 2024 07:00:00 GMT","{'href': 'https://apnews.com', 'title': 'AP News'}"
"What if he wins? Higher ed and a second Trump presidency - University of California, Riverside","What if he wins? Higher ed and a second Trump presidency  University of California, Riverside",https://news.google.com/rss/articles/CBMimgFBVV95cUxQVlFWbTZXaGZrc05pLV91QXUza05uSklUa0ROZVN1bmJ0Z1docG5td1BsZG5MN05RN1VTZ3M4RXctUmdyZzdiWEE5ZXVTUjlwSGJYVVM5WWQzTVVVMFM0M29qekFFRkxtb3JGNUx3TmxLQ0oyUDFzQ2xsYmxOUVE3a0hBVGJ6RS1qNzVHVWJ2S3U4bGJkeDdOVGZB?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Wed, 20 Mar 2024 07:00:00 GMT","{'href': 'https://news.ucr.edu', 'title': 'University of California, Riverside'}"
"Trump's criminal trial, a first for a former president, has begun in New York - NPR","Trump's criminal trial, a first for a former president, has begun in New York  NPR",https://news.google.com/rss/articles/CBMickFVX3lxTE1mMTlPNFUxMDBzaFlXWk8zOWUwdzNPRXFMT3EzR2pfS3BudENTam1wLUIzZ3BZMUVseTc1NEtBOV8zdEdKZU5jRmRDYi1yY1Nrd2JPcVBsR1hIbkNkRUFLSnFKOHNKUWFCcW96MUlSckNuZw?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Mon, 15 Apr 2024 07:00:00 GMT","{'href': 'https://www.npr.org', 'title': 'NPR'}"
Trump v. United States - American Civil Liberties Union,Trump v. United States  American Civil Liberties Union,https://news.google.com/rss/articles/CBMiXEFVX3lxTE9JUGFvRUtTRTZaV0s0azBka3BGWEtPSWdNS1I1TmZqWC1JV1d3TEtQTHI3TGZMVzQzWXlzTzk2bEg0ZDM3MFFvaU1udTNyal9rTFY4WHByUmp3QktU?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Mon, 08 Apr 2024 07:00:00 GMT","{'href': 'https://www.aclu.org', 'title': 'American Civil Liberties Union'}"
"Judge holds Trump in contempt, fines him $9,000 and raises threat of jail in hush money trial - PBS","Judge holds Trump in contempt, fines him $9,000 and raises threat of jail in hush money trial  PBS",https://news.google.com/rss/articles/CBMixwFBVV95cUxNQlR5VXl1Wm1DMXBDLTJMb05fRHktX243dkcwcWhHclVEN2Z3czNUYlQ3NTdBS2x4eDVTWXNaYXkxSDkwVFUybnBDUE1JdGg4V0d6dFpqYTRUdkczaWRNRjFoUHliUGNHVlZMeHhOR0tSdC0xMFRQTFVPWUt6akRiWTlBcEdMNVRZWVJGdFN6NENkQjh3VThDSzJ4SDhOb3hnLU0xZGhhRGNSeHA0clYtUHppQlpWYVVWZFY2cXlUNmNFZjFqQno4?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Tue, 30 Apr 2024 07:00:00 GMT","{'href': 'https://www.pbs.org', 'title': 'PBS'}"
"Trump White House official convicted of contempt must report to prison, appeals court finds - PBS","Trump White House official convicted of contempt must report to prison, appeals court finds  PBS",https://news.google.com/rss/articles/CBMixwFBVV95cUxQMEVyZWR5ZHVSVkxfQ203RHZlV2ZQdWtjSEJLa04zbHVBNG13Y0VJNDA4dTNxVEFaWHh1cmpxSm4xTmFLdmJvZG9YOWc0UE9GbE5XNUFxMFNJMHg4UkNxbGY5MHhlTnFJYzBsd01XTkZQalBmSHY1VVJBbElDT3JfNE5TLWlSQVRVamktN0lZYXl0aTNEMmxpUjhSX3hqbl8wemtQNkNUdWdFYVR2MUpwLUtzM1RQYjBaMFRqd25rY0hOa01VSjdz?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Thu, 14 Mar 2024 07:00:00 GMT","{'href': 'https://www.pbs.org', 'title': 'PBS'}"
Trump immunity claim in election interference case heard by Supreme Court - NBC News,Trump immunity claim in election interference case heard by Supreme Court  NBC News,https://news.google.com/rss/articles/CBMiwwFBVV95cUxPREFsVUlvbzNObEg2TTBocGJudUo3ZW5SRC1vSlY3azVuNFNkSW43em41UW4zU243dDF1VkQ2VXMxaTRnT1Fhd19zNXVXTmFDd2xzdC0wUXVLZ1B3ZkNrZ2VJSVgzdlFNdDBROEZjeVVlcEhuVmx5eEk2dnRxUURMc1FsaFZzUmpLZDd1QnNsR3hUb1o3aDY5N0ZMeFBvYzdjODc2VWRwSzM3R1lTOVMyU3Y5NmR6Qmxkb1g1dnVpSjdGSEHSAVZBVV95cUxQVWw5aFBSNmxLd3F1YUNVSVhuWGwyVDV5OWNlRnoxaVZnbVd0Z0ZXRm5qTlNMRXg3d3BOZkxnOG15M0NLb1oxTXFYUWxCSGp1dU11WGdxQQ?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Thu, 25 Apr 2024 07:00:00 GMT","{'href': 'https://www.nbcnews.com', 'title': 'NBC News'}"
US Supreme Court divided on whether Trump can be prosecuted - BBC,US Supreme Court divided on whether Trump can be prosecuted  BBC,https://news.google.com/rss/articles/CBMiXkFVX3lxTE5mbXNpb2Vld3JnQzdSdmdzTFdQamxfQjF4R2xHVkpiTVBiT2dQYlZIemF2aHFTS21weXJ2ZTItTnBjVW1rdUZubUo0ZVl4bXR2XzEwVjNjREJEUGhpRFHSAWNBVV95cUxOSDJYVXlHUEQ5SVFjR1dDbDFZSmZ4TENvbmdsRFBYcEs4T2lFZVZrRHlVMGNGcFZEcW9rZWdGX09vR1VyMjllM3FxMUhfTk9HWmdTSzdiSzB0ZGdpelRJZlFhNEk?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Thu, 25 Apr 2024 07:00:00 GMT","{'href': 'https://www.bbc.com', 'title': 'BBC'}"
A unanimous Supreme Court restores Trump to the Colorado ballot - NPR,A unanimous Supreme Court restores Trump to the Colorado ballot  NPR,https://news.google.com/rss/articles/CBMigwFBVV95cUxQUlpPWTZkZHVPUDRGN0MyaC15amhBOEZta2R0SnZMS2VUaEhYMFBPNEtIWkwtd3gxc2NaMUtlQlVTQ2FFczJvUVlsUGJwZzZ0MGhXMmtRZF9JZjRaUEpmS2FvckEwMnRZemt5Tk91MmdkaEJYeG5GblUtYmhLajFhTW5nNA?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Mon, 04 Mar 2024 08:00:00 GMT","{'href': 'https://www.npr.org', 'title': 'NPR'}"
WATCH: Trump says Arizona’s abortion ban goes too far - PBS,WATCH: Trump says Arizona’s abortion ban goes too far  PBS,https://news.google.com/rss/articles/CBMikwFBVV95cUxPenBrTWJsTVpJYWdWYWtSMmt5cDhBb1dYbUZZRUNnakZOTTUtaEF0bDVtTDdXelEzc1JLY1U5aExBbVEzem8wTFV0R0ZYOFByNTJfaEtSd0RpS0ppa3NtUnJiMm9ZRmJmV3F0NERCWjc3eFYwX2VoVnRLUUVxOWVrZVdVODRUVWFxZV9NSnFEbG5HaU0?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Wed, 10 Apr 2024 07:00:00 GMT","{'href': 'https://www.pbs.org', 'title': 'PBS'}"
"Trump’s Presidential Immunity Argument, Explained - Democracy Docket","Trump’s Presidential Immunity Argument, Explained  Democracy Docket",https://news.google.com/rss/articles/CBMikwFBVV95cUxPaDFLUzk3QnQtengxcmdRa1BKTUhNdGpLQUxza2ZaTXlaRHFNZFE2SHRlN25yWFRXOUFJNW0yNkE2TUVXWDFyNUJLZ1VBYVRTcjNmNDhNcHFqZ0pWYjRSTjFTckdqYzZBRFd5SlBqN3F6LVFqdU5NaGtKYnFhakVVSmx2SDNQU1RScVVfSFN5TmRabW8?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Wed, 17 Apr 2024 07:00:00 GMT","{'href': 'https://www.democracydocket.com', 'title': 'Democracy Docket'}"
Trump’s lawyers keep fighting $454 million fraud appeal bond - PBS,Trump’s lawyers keep fighting $454 million fraud appeal bond  PBS,https://news.google.com/rss/articles/CBMinAFBVV95cUxQcFJUd2QtY3Q0LWtIaDlfYlNLX3FpTnZvN2xXTnhLWXhlOEptc09kbWdGRWljbzlsaDlPdHpzQlEyVEdISjZ3VURDSEFaSmdBVzBVbmJ5R0tsaWNSdmwyY1NjajIwci1nNUJyZjJlaGxNN3NUU1BqeEVFRmxlVDBxQVVGU3hTU0VqRWdrZU5STGVWdUNxYVdST3BuY2g?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Thu, 21 Mar 2024 07:00:00 GMT","{'href': 'https://www.pbs.org', 'title': 'PBS'}"
"Prosecutors ask judge to fine Trump $3,000 over social media posts calling out witnesses - PBS","Prosecutors ask judge to fine Trump $3,000 over social media posts calling out witnesses  PBS",https://news.google.com/rss/articles/CBMiwgFBVV95cUxNR3JfMmIxc3ZnbzJmbVIwSnNIOWkyRjhYTERXUWZCRlpXbGRXTS1TdWo3S3o5bE1VbjgyMHJ5aDVsLXF0bFhXUnA5bEFJVy1rY1h4Ykh4MmJYZWV3bllEZmJoUGpJSzJaLUg1Z0tSaEtydDE5UzF5cVN5dHZ3ZkJ1M1FaZ25oTjhnNWdPaXUzMkVnZTJrWUF6QmdZN3VieF9fLU1XZnhBbVUxNDh1S3RLQlh4Y2o5bWpkU0JkNmNwU0lSQQ?oc=5&hl=en-CA&gl=CA&ceid=CA:en,"Mon, 15 Apr 2024 07:00:00 GMT","{'href': 'https://www.pbs.org', 'title': 'PBS'}"
